,Mean.Yld.bu.ac
669,0.5237192353900266
670,0.5733965995930774
671,0.6714101313306815
672,0.5859342475149232
673,0.8914591500089339
674,0.901374260995425
675,0.8564877429872768
676,0.7944602156537115
677,0.7977039593127222
678,0.778053639249269
679,0.7483196504043403
680,0.7274725187232987
681,0.7932159915441654
682,0.7953420351226317
683,0.8608234582828831
684,0.9000921757893761
685,0.9116757017479655
686,0.8487882395939541
687,0.8715204833212775
688,0.7166133392371488
689,0.5143886438397585
690,0.549964281954241
691,0.6178280575104411
692,0.6428618091266709
693,0.6603570862218917
694,0.6088138343628116
695,0.5284859733266085
696,0.5049647900312726
697,0.45341413519311136
698,0.45655381254795935
699,0.48785607457518876
700,0.5153727412455757
701,0.6176544780909108
702,0.6458332566701297
703,0.6533747505068899
704,0.7048612434843844
705,0.7903730737371295
706,0.8686373136652914
707,0.8494213193671221
708,0.7885468824195643
709,0.805162473234668
710,0.7751802547367337
711,0.7775699128664615
712,0.7745030141926208
713,0.8081597935985945
714,0.8316135413877224
715,0.8559677116605093
716,0.8552153735233372
717,0.8961521791231719
718,0.856763253420525
719,0.8436352742652624
720,0.7622154215311836
721,0.6290544729897356
722,0.61254207495519
723,0.6856498273144005
724,0.6712890283490334
725,0.6653671974444857
726,0.6373844175855585
727,0.5662924806394709
728,0.5033424589060678
729,0.4223645972086374
730,0.43217341429516165
731,0.48559944922165243
732,0.5521087733354921
733,0.6267076970033953
734,0.647809814985868
735,0.6422876942959812
736,0.7628173659580246
737,0.8442424094336798
738,0.8472708465356078
739,0.838003679940521
740,0.7887196636470948
741,0.7851794384647386
742,0.7766023537069937
743,0.7929352117754931
744,0.827983398755471
745,0.8240747644984734
746,0.8488621540710943
747,0.838034035137885
748,0.8133906254384111
749,0.8671218435581631
750,0.8590547564019069
751,0.8208080082999465
752,0.794600194618291
753,0.7519911942165123
754,0.6992359443190006
755,0.7022361063099039
756,0.6977923650491786
757,0.6874699397006365
758,0.6467954432563505
759,0.5734334149817131
760,0.5130861229531996
761,0.41824969551414815
762,0.4480798627134255
763,0.5197933788423601
764,0.6025154641888324
765,0.6242395588201464
766,0.6147319504285444
767,0.6821207104728786
768,0.8443548285514804
769,0.8668818793181172
770,0.8124174943645206
771,0.8119817480684535
772,0.7908239289933043
773,0.7507453270880098
774,0.7660646811127203
775,0.7741783089204686
776,0.8352218581339284
777,0.8094260774303743
778,0.8574946541402635
779,0.8063781874767908
780,0.7848040926364899
781,0.8326077887016334
782,0.8591597647760616
783,0.8105041090176117
784,0.7896156200319444
785,0.7966325413772293
786,0.7405863437183358
787,0.6873413849189085
788,0.6920163814878602
789,0.7057317427501917
790,0.6618944098633499
791,0.6160209438222417
792,0.5426536370185369
793,0.4835587417538363
794,0.4879686705654471
795,0.6137911339561646
796,0.6475649677232465
797,0.6482036156409967
798,0.5696354641146377
799,0.7558800852243013
800,0.803661002593675
801,0.8096063812829106
802,0.7863990005003365
803,0.7831109822511022
804,0.790342558603045
805,0.742468389309882
806,0.7428143643969172
807,0.760337018228161
808,0.8153872661952162
809,0.7997713186889042
810,0.8459642701142644
811,0.7853335920100548
812,0.756341575659343
813,0.8099075820421477
814,0.8622327415166156
815,0.8128175262804294
816,0.7581196497582456
817,0.8033620427160617
818,0.7505722634664698
819,0.6859068587603658
820,0.6754053696005429
821,0.6985568700269591
822,0.6635962765387167
823,0.6430349638237922
824,0.6003490446191131
825,0.5360124402002204
826,0.5683437903243944
827,0.650663973925045
828,0.669347687159789
829,0.6308882890736285
830,0.5325604090700484
831,0.4638864979471633
832,0.7808036176443831
833,0.7332730754541528
834,0.716389165645767
835,0.7515671722949553
836,0.801943142450122
837,0.7456171904643563
838,0.7272252282128313
839,0.7299115632198323
840,0.7850624861049447
841,0.7968506026331015
842,0.8022142997529063
843,0.7737187590335619
844,0.7446367196816024
845,0.8342588022568793
846,0.8700092592028188
847,0.8306081220496957
848,0.7483803392309056
849,0.7683422127160429
850,0.7586076831729287
851,0.6717920770154155
852,0.6470958025293032
853,0.6365539343976334
854,0.6358299615242957
855,0.6575161591881831
856,0.5909641843327498
857,0.6288434748502902
858,0.6141349922621293
859,0.6505691860760499
860,0.6427430289979474
861,0.5557708281552018
862,0.49868012556319585
863,0.4381776784554545
864,0.6644229562150501
865,0.6514524048071866
866,0.6158129122942404
867,0.6648812816328991
868,0.7482620264591615
869,0.7154264211963695
870,0.7285292070360518
871,0.7240965757128153
872,0.7389071706605805
873,0.7738383701057034
874,0.7749502648604343
875,0.7686274437850609
876,0.7330735181407533
877,0.8227129655099032
878,0.876892100051859
879,0.7877843592775051
880,0.7156570211898046
881,0.7310390002271232
882,0.7173377918249797
883,0.6235611449082481
884,0.5979169657628827
885,0.5757456092532058
886,0.6100106033891324
887,0.6603365233938823
888,0.584246347899317
889,0.6521958672593684
890,0.6157316280362966
891,0.628621544588583
892,0.5926270415447747
893,0.4595820842204219
894,0.4239600537205339
895,0.5134424760637601
896,0.46273094420912386
897,0.6214009298697016
898,0.5677170269964313
899,0.717794102940734
900,0.658302880994095
901,0.7196639450916615
902,0.6705028610969934
903,0.7017936451488946
904,0.7394427380263411
905,0.7630018704359758
906,0.7134803634502747
907,0.6875464901103998
908,0.8115436118043038
909,0.8165324396457025
910,0.6753025128810679
911,0.6537858336776057
912,0.7017160600856274
913,0.6550623486765574
914,0.5741878854998967
915,0.5246185038863658
916,0.5381407133941873
917,0.5658440921804178
918,0.6210626821047585
919,0.5911491446193227
920,0.6076413348396181
921,0.5790742952901333
922,0.5664171660564288
923,0.5240653218226439
924,0.325442929585235
925,0.34412629622916135
926,0.27951218148148005
927,0.24674305517269146
928,0.4647988262010241
929,0.5132534961727471
930,0.6506953459037474
931,0.5539914700483828
932,0.676571735625779
933,0.5632129484337685
934,0.5907223451542103
935,0.5843185644737205
936,0.6557070278341062
937,0.5528069306970425
938,0.5948205802786155
939,0.7040063336481182
940,0.6316094563662022
941,0.528171027772163
942,0.5448391654944744
943,0.6065678923480753
944,0.584040826023966
945,0.48912113023572146
946,0.4385007322215615
947,0.46078091727518
948,0.5038676031102889
949,0.5484969702045386
950,0.4647177779986418
951,0.46857184972472266
952,0.4358252096805826
953,0.4865094585836265
954,0.42581200589783674
955,0.3520727855456607
956,0.27204136978025084
957,0.3401716446489558
958,0.005497011030715981
959,0.24165326980522073
960,0.3869846929229017
961,0.39637594050332625
962,0.4871115901565479
963,0.5209132172766084
964,0.551760832662245
965,0.6798106826086514
966,0.6426798474500439
967,0.8231120981134064
968,0.493084218467732
969,0.5207350750290565
970,0.6007864714774742
971,0.7284857279196393
972,0.575840098265219
973,0.5775293769077374
974,0.6047018375804101
975,0.5687696237066509
976,0.5923754174026794
977,0.5190946519961648
978,0.5238365823469477
979,0.5345637085352979
980,0.5716356477747635
981,0.4878992492235008
982,0.4796377877850986
983,0.475766813175849
984,0.5924526424156005
985,0.39405164968973994
986,0.44051805766977825
987,0.45424014859166295
988,0.3034233403000597
989,0.3964484931761516
990,0.47609797942359755
991,0.5817470594785799
992,0.7207245593393585
993,0.7151490884970428
994,0.7359652926973204
995,0.6928553201430352
996,0.7379915320435246
997,0.6951149724938062
998,0.6607045219673677
999,0.567530306818639
1000,0.5886429683874401
1001,0.6024444723353013
1002,0.6498596114043584
1003,0.6053062650690313
1004,0.6158660486504799
1005,0.5563381676925956
1006,0.6043206782716477
1007,0.6164421445738519
1008,0.571144469054115
1009,0.5596041233461295
1010,0.5714945340351016
1011,0.6541448703439972
1012,0.5932229575606429
1013,0.7104934973987385
1014,0.5383050958020885
1015,0.34554214941067185
1016,0.30096655029718744
1017,0.1646563213570439
1018,0.5055417113972491
1019,0.49249938563060347
1020,0.5902501802158764
1021,0.6939579452713625
1022,0.7738921871205056
1023,0.7093285773096356
1024,0.7905695884513564
1025,0.7434959349429469
1026,0.7515466440148899
1027,0.7056432438618201
1028,0.6896860486618284
1029,0.6601922308575092
1030,0.5973317503064484
1031,0.6716583091600121
1032,0.6384621206404126
1033,0.6675439731282837
1034,0.5885358822440536
1035,0.6073298778571925
1036,0.6200515855845226
1037,0.6080628928072283
1038,0.5817615258581976
1039,0.5683733526936843
1040,0.5664109467334351
1041,0.5962483952889903
1042,0.5763448232962118
1043,0.6259054895084062
1044,0.4964504819639002
1045,0.267847930778637
1046,0.21650958909260232
1047,0.05246791156293873
1048,0.5470225635211465
1049,0.7583729088303113
1050,0.870132945932254
1051,0.8297622075991793
1052,0.7723698092509097
1053,0.8302106101426314
1054,0.8293652263974987
1055,0.8214466575724877
1056,0.812707102557461
1057,0.8190485718890903
1058,0.7382748014279619
1059,0.6644575950193541
1060,0.6772507808394299
1061,0.7066821415439382
1062,0.747019394880551
1063,0.7067796332857366
1064,0.6446686462346174
1065,0.593654696611384
1066,0.6033585553353769
1067,0.5660697948800171
1068,0.524836366521737
1069,0.5402764753192415
1070,0.611940514834411
1071,0.6503941311683481
1072,0.6510435164129773
1073,0.5217995029720206
1074,0.34068150897855776
1075,0.22791115927652728
1076,0.08312239829487544
1077,0.29107722354843535
1349,0.9307834883450488
1350,0.894780094737138
1353,0.8292967863237393
1354,0.8690789174128701
1355,0.8824164164553063
1356,0.898127974678574
1357,0.8863406689739148
1358,0.8325184949266804
1359,0.833772238479239
1360,0.9306992324140204
1361,0.923956522395651
1362,0.9225185035997945
1363,0.9155975930129847
1367,0.9641576156007687
1370,0.9205407868227491
1374,0.9397933442362743
1375,0.982006121066638
1376,0.9650964898181924
1378,0.9259330417856722
1379,0.8961093673178699
1380,0.9231477609180743
1381,0.8992784560402767
1382,0.8062950691974924
1383,0.6965374152432651
1384,0.8374885954580316
1385,0.854966903498549
1386,0.8965715769538884
1387,0.9326673643165453
1388,0.8950284337362824
1389,0.8477304028639654
1390,0.8195312272139719
1391,0.9184490416513591
1392,0.929612259129281
1393,0.9443443539869556
1394,0.9117237345927114
1395,0.8714239602656102
1396,0.8417397721809141
1398,0.9742776836458604
1399,0.9540782540252739
1400,0.9495596882471651
1401,0.9321467641243084
1402,0.965216271490174
1404,0.9552698211521049
1405,0.9205076352752266
1406,0.9481556887636886
1407,0.9584169340407069
1408,0.9603715159587771
1410,0.8441862526804111
1411,0.8997222970369443
1412,0.9041025424137565
1413,0.8298007542221659
1414,0.7248742491163322
1415,0.8545893616099411
1416,0.8540515915553213
1417,0.9052190052783882
1418,0.9110953240915525
1419,0.8753976389043618
1420,0.8195799899684091
1421,0.809436750519146
1422,0.9174941168423902
1423,0.9345145956656056
1424,0.9568387382136081
1425,0.9182408473746346
1426,0.8593031530460267
1427,0.8552372128412011
1428,0.8808347609598544
1429,0.9324723590213899
1430,0.9420899060105608
1431,0.9358919900506533
1432,0.9365584670042553
1433,0.9359691801922854
1434,0.9235346878338226
1435,0.9258387083938227
1436,0.9310698172911434
1437,0.9371047578584273
1438,0.9284477131386337
1439,0.901489656958574
1440,0.8667163186621105
1441,0.8376848852927115
1442,0.9010923590832691
1443,0.9429904979638786
1444,0.8591488044684001
1445,0.7652787078878696
1446,0.8838138842586689
1447,0.8749044804105004
1448,0.8918955623833349
1449,0.8918712921496079
1450,0.8742412864715672
1451,0.8361320897332558
1452,0.8406727290947995
1453,0.9313010974454083
1454,0.9527818031783435
1457,0.8961321404978992
1458,0.8952242333310378
1459,0.9088719974644441
1460,0.9250695478490694
1461,0.9468258467882655
1462,0.939371015871775
1463,0.9406819546572327
1464,0.9266125140813617
1465,0.9233931556246342
1466,0.9205629976925711
1467,0.9390932391508535
1468,0.9118227654652415
1469,0.8978144346493073
1470,0.8694291778927072
1471,0.8620418010204904
1472,0.8344561038106122
1473,0.907428432621644
1474,0.9407792396225929
1475,0.8981372548285125
1476,0.8256802108036099
1477,0.8776413172005888
1478,0.8733561405509762
1479,0.8983106661014246
1480,0.8851789368477252
1481,0.8842214419998577
1482,0.8872633269067058
1483,0.9021970258234671
1484,0.9462617418644226
1485,0.9557182226414178
1486,0.9211458943481823
1488,0.9312420318169032
1489,0.9388409113619927
1490,0.9248780861836583
1491,0.9521080475756047
1492,0.9699462745197867
1493,0.9418469497431714
1494,0.9587788840938021
1495,0.9339673189058053
1496,0.910691190725804
1497,0.9213041964925761
1498,0.9325787599379289
1499,0.9171692969116525
1500,0.8971384507479623
1501,0.8747891349896015
1502,0.8627101733028126
1503,0.8563178260642756
1504,0.9166405407782865
1505,0.9255001225785464
1506,0.9176231516062476
1507,0.850220805842784
1508,0.8637084421020158
1509,0.8842807571849602
1510,0.8851593311961989
1511,0.9219033636632536
1512,0.9005805702623837
1513,0.9374074116394175
1514,0.9288564699040063
1515,0.9525864899380185
1516,0.9384082276287657
1517,0.8995427002653567
1518,0.9032279941118779
1519,0.9481361747382735
1520,0.9420134491329224
1521,0.9339373767577688
1522,0.9782433383493359
1523,0.9540404156140092
1524,0.9438282996464176
1525,0.9526550767381767
1526,0.9236936272551153
1527,0.914329633772085
1528,0.9113465687926428
1529,0.9470540571113581
1530,0.9288608811186125
1531,0.9226763761478538
1532,0.8824081289688801
1533,0.8633819055863396
1534,0.8630216973552578
1535,0.9215430710965278
1536,0.9036151467726632
1537,0.8986060106301126
1538,0.8477534549376426
1539,0.8328118036494945
1540,0.8817593458614237
1541,0.889125785023658
1542,0.9278623114516356
1543,0.9190562116623675
1544,0.974561349251533
1545,0.9458623535220356
1546,0.9340452342883934
1547,0.912324424504267
1548,0.8933616877475528
1549,0.8990258655283705
1550,0.9474823046134191
1551,0.9306201848157372
1552,0.9217552163527813
1553,0.9624562338270459
1554,0.9494649119458958
1555,0.9738850474325176
1556,0.946260979628265
1557,0.9322933360436889
1558,0.9031510694199458
1559,0.9041092555725974
1560,0.933249430810561
1561,0.9368170233805506
1562,0.9603174628059228
1563,0.9300865659092676
1564,0.8735019491281704
1565,0.8761344548340224
1566,0.9393689225524136
1567,0.8999928597781621
1568,0.8871001518523989
1569,0.8242851017321782
1570,0.8289277389486944
1571,0.8831779180910451
1572,0.9237387229226774
1573,0.9168531742097776
1574,0.9556825472862029
1575,0.9412421703538141
1576,0.9774962915646797
1577,0.8968303197305425
1578,0.8900450228301175
1579,0.8867905669859688
1580,0.9172857812327719
1581,0.9576876094790356
1582,0.9276748653729234
1583,0.9116731981694597
1584,0.9177336965827152
1585,0.920692173831926
1586,0.9991499447090069
1587,0.9492142480685761
1588,0.957973987330133
1589,0.8881186444973483
1590,0.9030882634013977
1591,0.8969159883225237
1592,0.9464546662206255
1593,0.9500835832291221
1594,0.9667457368489849
1595,0.8908753657837742
1596,0.9160557242388583
1597,0.9556840348310351
1598,0.8916488282025892
1599,0.8786623775393039
1600,0.8340206032044495
1601,0.7877237072544259
1602,0.8458143691387343
1603,0.9181899917893501
1604,0.8956626334476814
1605,0.9241806046874135
1606,0.914029132114305
1607,0.9461196551454991
1608,0.8776384469708791
1609,0.8686114693777012
1610,0.9056910376435361
1611,0.9365566779609829
